"Series Description","Bank credit, all commercial banks, seasonally adjusted","Securities in bank credit, all commercial banks, seasonally adjusted","Treasury and agency securities, all commercial banks, seasonally adjusted","Treasury and agency securities: Mortgage-backed securities (MBS), all commercial banks, seasonally adjusted","Treasury and agency securities: Non-MBS, all commercial banks, seasonally adjusted","Other securities, all commercial banks, seasonally adjusted","Other securities: Mortgage-backed securities, all commercial banks, seasonally adjusted","Other securities: Non-MBS, all commercial banks, seasonally adjusted","Loans and leases in bank credit, all commercial banks, seasonally adjusted","Commercial and industrial loans, all commercial banks, seasonally adjusted","Real estate loans, all commercial banks, seasonally adjusted","Real estate loans: Residential real estate loans, all commercial banks, seasonally adjusted","Real estate loans: Residential real estate loans: Revolving home equity loans, all commercial banks, seasonally adjusted","Real estate loans: Residential real estate loans: Closed-end residential loans, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Construction and land development loans, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by farmland, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by multifamily properties, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by nonfarm nonresidential properties, all commercial banks, seasonally adjusted","Consumer loans, all commercial banks, seasonally adjusted","Consumer loans: Credit cards and other revolving plans, all commercial banks, seasonally adjusted","Consumer loans: Other consumer loans, all commercial banks, seasonally adjusted","Consumer loans: Other consumer loans: Automobile loans, all commercial banks, seasonally adjusted","Consumer loans: Other consumer loans: All other consumer loans, all commercial banks, seasonally adjusted","Other loans and leases: All other loans and leases, all commercial banks, seasonally adjusted","Other loans and leases: All other loans and leases: Loans to nondepository financial institutions, all commercial banks, seasonally adjusted","Other loans and leases: All other loans and leases: Other loans not elsewhere classified, all commercial banks, seasonally adjusted","LESS: Allowance for loan and lease losses, all commercial banks, seasonally adjusted","Cash assets, all commercial banks, seasonally adjusted","Total fed funds sold and securities purchased under agreements to resell, all commercial banks, seasonally adjusted","Loans to commercial banks, all commercial banks, seasonally adjusted","Other assets, all commercial banks, seasonally adjusted","Total assets, all commercial banks, seasonally adjusted","Deposits, all commercial banks, seasonally adjusted","Large time deposits, all commercial banks, seasonally adjusted","Other deposits, all commercial banks, seasonally adjusted","Borrowings, all commercial banks, seasonally adjusted","Net due to related foreign offices, all commercial banks, seasonally adjusted","Other liabilities, all commercial banks, seasonally adjusted","Total liabilities, all commercial banks, seasonally adjusted","Residual (assets less liabilities), all commercial banks, seasonally adjusted"
"Unit:","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency"
"Multiplier:","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier: ","H8/H8/B1001NCBA","H8/H8/B1002NCBA","H8/H8/B1003NCBA","H8/H8/B1301NCBA","H8/H8/B1302NCBA","H8/H8/B1011NCBA","H8/H8/B1303NCBA","H8/H8/B1304NCBA","H8/H8/B1020NCBA","H8/H8/B1023NCBA","H8/H8/B1026NCBA","H8/H8/B1221NCBA","H8/H8/B1027NCBA","H8/H8/B1220NCBA","H8/H8/B3219NCBA","H8/H8/B1215NCBA","H8/H8/B1216NCBA","H8/H8/B1217NCBA","H8/H8/B1218NCBA","H8/H8/B1029NCBA","H8/H8/B1247NCBA","H8/H8/B3248NCBA","H8/H8/B1243NCBA","H8/H8/B1245NCBA","H8/H8/B3305NCBA","H8/H8/B1030NCBA","H8/H8/B1310NCBA","H8/H8/B1043NCBA","H8/H8/B1048NCBA","H8/H8/B3092NCBA","H8/H8/B1047NCBA","H8/H8/B3053NCBA","H8/H8/B1151NCBA","H8/H8/B1058NCBA","H8/H8/B1072NCBA","H8/H8/B1110NCBA","H8/H8/B3094NCBA","H8/H8/B1100NCBA","H8/H8/B3095NCBA","H8/H8/B1152NCBA","H8/H8/B1091NCBA"
"Time Period","B1001NCBA","B1002NCBA","B1003NCBA","B1301NCBA","B1302NCBA","B1011NCBA","B1303NCBA","B1304NCBA","B1020NCBA","B1023NCBA","B1026NCBA","B1221NCBA","B1027NCBA","B1220NCBA","B3219NCBA","B1215NCBA","B1216NCBA","B1217NCBA","B1218NCBA","B1029NCBA","B1247NCBA","B3248NCBA","B1243NCBA","B1245NCBA","B3305NCBA","B1030NCBA","B1310NCBA","B1043NCBA","B1048NCBA","B3092NCBA","B1047NCBA","B3053NCBA","B1151NCBA","B1058NCBA","B1072NCBA","B1110NCBA","B3094NCBA","B1100NCBA","B3095NCBA","B1152NCBA","B1091NCBA"
2000-01-05,4513708.6,1143041.0,809389.6,,,333651.4,,,3370667.6,995348.9,1474326.0,,103785.9,,,,,,,510348.9,,,,,390643.8,,,,286634.3,,81521.4,469635.1,5555740.5,3466242.8,844389.6,,1360296.4,,379123.1,5345040.3,210700.3
2000-01-12,4529676.8,1148946.4,817136.2,,,331810.2,,,3380730.4,998884.5,1478259.5,,104699.6,,,,,,,509258.3,,,,,394328.1,,,,299184.2,,82476.4,471199.9,5584100.3,3472938.2,840262.7,,1381594.9,,377146.3,5367997.0,216103.3
2000-01-19,4543358.5,1147284.3,815857.8,,,331426.5,,,3396074.3,1002434.6,1486031.2,,105105.5,,,,,,,510270.9,,,,,397337.5,,,,289778.8,,80139.0,475845.3,5585805.9,3488688.9,836411.3,,1352571.7,,379300.5,5359310.7,226495.2
2000-01-26,4552980.6,1153399.8,823303.3,,,330096.5,,,3399580.7,1006007.5,1483434.8,,105629.6,,,,,,,511390.2,,,,,398748.2,,,,289134.9,,79283.9,474807.1,5603887.2,3489573.4,837762.5,,1355312.3,,383449.9,5374094.8,229792.4
2000-02-02,4551471.6,1143274.9,821834.4,,,321440.6,,,3408196.7,1016943.3,1480670.9,,105696.1,,,,,,,509447.5,,,,,401135.0,,,,282772.5,,77278.2,487949.4,5606724.5,3488972.4,838679.9,,1362224.2,,395992.6,5387620.5,219104.0
2000-02-09,4546483.8,1139264.1,816719.4,,,322544.7,,,3407219.7,1015972.0,1481264.3,,106026.5,,,,,,,508970.1,,,,,401013.3,,,,296547.3,,77836.7,486683.9,5618559.1,3491467.2,834907.4,,1359818.1,,393125.7,5405167.0,213392.1
2000-02-16,4554768.5,1135689.2,814869.3,,,320819.9,,,3419079.4,1019004.0,1487478.8,,106366.1,,,,,,,510081.5,,,,,402515.0,,,,276604.4,,77902.1,490883.2,5613893.9,3490371.3,846395.4,,1350795.9,,399922.0,5405193.0,208700.9
2000-02-23,4568350.9,1143034.8,818867.4,,,324167.4,,,3425316.1,1014750.8,1496607.2,,107263.4,,,,,,,512440.2,,,,,401517.9,,,,291001.6,,81735.6,492265.8,5651641.3,3505778.7,843331.0,,1381248.6,,400977.9,5441021.8,210619.4
2000-03-01,4585900.7,1144855.0,818561.9,,,326293.1,,,3441045.7,1016808.0,1506580.8,,107514.6,,,,,,,512437.6,,,,,405219.3,,,,301248.4,,75783.6,485685.0,5682788.3,3532142.1,850933.3,,1369168.1,,401091.4,5472558.8,210229.5
2000-03-08,4589913.2,1146753.4,821327.1,,,325426.3,,,3443159.7,1021040.2,1507000.0,,107962.0,,,,,,,512444.9,,,,,402674.6,,,,287787.5,,75563.8,499557.1,5688721.1,3505291.7,847985.6,,1393767.3,,408224.3,5474236.9,214484.2
2000-03-15,4617962.7,1152606.0,824929.2,,,327676.8,,,3465356.6,1028101.7,1516232.2,,108281.6,,,,,,,513142.1,,,,,407880.7,,,,290995.2,,75687.5,502284.5,5701483.5,3541781.8,851051.3,,1387648.3,,397079.5,5479572.3,221911.2
2000-03-22,4626032.9,1152544.0,819410.9,,,333133.1,,,3473488.9,1028802.6,1523364.6,,108612.0,,,,,,,515229.4,,,,,406092.3,,,,286066.1,,79577.7,498513.4,5706471.9,3532202.1,851999.8,,1379207.9,,400887.9,5476000.0,230471.9
2000-03-29,4619980.6,1160298.2,822268.0,,,338030.3,,,3459682.4,1027870.5,1522056.1,,109200.9,,,,,,,517083.6,,,,,392672.3,,,,275138.1,,83012.0,504026.4,5695110.0,3500743.1,852376.3,,1376825.3,,413281.9,5467007.1,228102.8
2000-04-05,4634273.0,1158589.2,820055.5,,,338533.7,,,3475683.8,1027749.7,1531139.4,,110480.9,,,,,,,518663.3,,,,,398131.4,,,,288854.8,,78573.6,500029.8,5714061.6,3545563.6,857051.8,,1379255.0,,404755.0,5492069.8,221991.8
2000-04-12,4645522.5,1160007.4,821480.8,,,338526.6,,,3485515.1,1031479.2,1534430.7,,110488.6,,,,,,,518743.3,,,,,400861.9,,,,284208.6,,77984.7,496824.1,5726897.0,3540203.1,857509.2,,1390374.5,,403083.3,5501651.3,225245.7
2000-04-19,4657327.6,1159778.6,820331.5,,,339447.1,,,3497549.0,1035473.6,1541379.6,,111483.3,,,,,,,519914.8,,,,,400780.9,,,,296314.5,,76211.7,498223.6,5753344.7,3563960.0,858609.6,,1381698.3,,405608.8,5524665.7,228679.0
2000-04-26,4671797.4,1161698.4,818334.4,,,343364.0,,,3510098.9,1038946.3,1547724.8,,112075.0,,,,,,,521975.3,,,,,401452.6,,,,296337.3,,76416.9,504647.7,5793544.9,3572991.6,862675.0,,1405065.7,,417281.6,5565070.7,228474.1
2000-05-03,4680652.1,1158478.8,815215.7,,,343263.1,,,3522173.4,1043804.9,1553544.5,,112888.8,,,,,,,522860.5,,,,,401963.5,,,,300787.2,,75672.3,520372.9,5806645.5,3563742.0,872998.4,,1411661.0,,434119.7,5585073.0,221572.5
2000-05-10,4695821.5,1165607.1,820892.1,,,344715.0,,,3530214.3,1048410.4,1556709.0,,113314.0,,,,,,,522499.8,,,,,402595.2,,,,290011.9,,75794.4,526712.6,5821192.8,3574426.0,871811.7,,1425459.6,,432669.7,5605316.4,215876.4
2000-05-17,4697633.9,1159594.3,819067.8,,,340526.5,,,3538039.6,1052594.9,1562323.7,,113407.3,,,,,,,523876.6,,,,,399244.4,,,,294806.2,,78947.4,527442.8,5833880.3,3564839.0,860261.8,,1412898.8,,442524.6,5615198.1,218682.1
2000-05-24,4721542.8,1169364.7,823683.4,,,345681.4,,,3552178.0,1054763.8,1571130.5,,113530.7,,,,,,,523417.2,,,,,402866.5,,,,280820.1,,73067.7,530292.3,5838290.6,3577740.7,864714.7,,1406960.8,,450966.2,5622230.9,216059.7
2000-05-31,4720184.2,1165996.5,815953.5,,,350043.0,,,3554187.7,1055837.4,1575202.8,,113787.3,,,,,,,526612.8,,,,,396534.8,,,,298817.1,,76258.8,530652.7,5863879.0,3582892.7,862055.9,,1404242.7,,450172.7,5647022.6,216856.5
2000-06-07,4726079.9,1164643.1,814194.5,,,350448.5,,,3561436.8,1061612.1,1576185.5,,113941.3,,,,,,,524646.7,,,,,398992.5,,,,293032.1,,74946.2,521029.0,5844476.2,3593659.0,872043.4,,1396035.5,,431758.6,5621685.8,222790.4
2000-06-14,4734551.0,1168887.4,817848.8,,,351038.6,,,3565663.6,1060021.2,1580942.7,,114325.3,,,,,,,526781.2,,,,,397918.5,,,,285319.7,,78518.9,524683.3,5853647.1,3600388.0,883371.3,,1396805.3,,431895.2,5622582.1,231065.0
2000-06-21,4762279.4,1172751.5,824644.7,,,348106.8,,,3589527.9,1065691.4,1588538.0,,113299.9,,,,,,,532148.4,,,,,403150.2,,,,295488.9,,80938.4,526360.1,5901615.9,3604851.9,881225.7,,1421261.3,,438461.2,5658555.8,243060.1
2000-06-28,4753485.2,1171838.3,820188.8,,,351649.4,,,3581647.0,1062834.9,1593805.8,,116040.5,,,,,,,534007.8,211498.4,322509.4,,,390998.6,,,,282313.6,,81190.1,528324.7,5885525.9,3576095.1,881549.8,,1423650.1,,428422.7,5637750.7,247775.2
2000-07-05,4762512.1,1174482.4,823283.1,,,351199.3,,,3588029.8,1065936.2,1592792.2,,118582.2,,,,,,,531498.2,212010.7,319487.5,,,397803.2,,,,294108.2,,85305.9,517009.4,5908453.9,3626577.4,884357.0,,1424073.3,,423174.2,5673552.9,234901.0
2000-07-12,4766730.5,1176144.1,823598.8,,,352545.3,,,3590586.4,1068595.3,1596000.2,,118194.1,,,,,,,529141.2,210874.2,318267.0,,,396849.7,,,,287899.1,,85592.1,512673.6,5891741.0,3613840.8,886398.9,,1424074.1,,410840.0,5657583.4,234157.6
2000-07-19,4779832.3,1181167.9,824980.4,,,356187.6,,,3598664.4,1068201.2,1601771.8,,118306.7,,,,,,,531372.0,212536.6,318835.4,,,397319.5,,,,281936.4,,88130.2,525577.7,5914062.1,3620427.2,896097.9,,1436754.2,,429185.6,5680169.6,233892.5
2000-07-26,4787824.0,1180444.7,814670.4,,,365774.3,,,3607379.3,1069883.3,1604785.4,,118503.3,,,,,,,531374.0,211788.4,319585.6,,,401336.5,,,,285840.1,,85342.0,527190.4,5926291.6,3638422.4,903277.4,,1429763.0,,433446.1,5695778.1,230513.6
2000-08-02,4791723.3,1179855.1,811831.4,,,368023.7,,,3611868.2,1069869.3,1607641.0,,118865.0,,,,,,,532915.6,212452.3,320463.3,,,401442.3,,,,285915.9,,86020.7,526113.9,5909150.1,3633623.7,906021.8,,1412565.4,,434667.9,5688296.8,220853.3
2000-08-09,4792582.2,1175492.9,811034.9,,,364458.0,,,3617089.3,1072828.5,1606308.3,,119414.8,,,,,,,534935.9,214578.5,320357.3,,,403016.6,,,,293566.7,,89097.0,520135.5,5927366.3,3646832.3,912456.0,,1428898.7,,431851.2,5710018.4,217347.9
2000-08-16,4805881.0,1179115.5,816424.4,,,362691.1,,,3626765.5,1071956.4,1611359.2,,120201.3,,,,,,,540060.5,218616.2,321444.3,,,403389.4,,,,281312.7,,90475.1,519491.6,5930273.5,3654214.7,916517.0,,1424525.2,,424976.0,5701897.5,228376.0
2000-08-23,4811344.1,1176802.5,810860.5,,,365942.0,,,3634541.5,1072696.7,1618483.7,,120685.1,,,,,,,542010.1,220469.3,321540.7,,,401351.0,,,,291388.0,,91273.4,529167.4,5963931.8,3670830.8,909805.8,,1431573.7,,434295.9,5736057.9,227873.9
2000-08-30,4804951.0,1174643.7,806364.5,,,368279.2,,,3630307.3,1069762.3,1620005.9,,120500.8,,,,,,,539755.8,218863.7,320892.1,,,400783.2,,,,273797.1,,92442.4,530640.7,5939960.0,3641132.9,909753.9,,1420297.2,,444054.5,5713332.3,226627.6
2000-09-06,4817803.3,1179092.9,804648.6,,,374444.3,,,3638710.3,1071958.5,1620039.5,,120766.9,,,,,,,540351.8,219876.7,320475.1,,,406360.5,,,,287271.1,,92353.0,541521.7,5969556.0,3677768.2,907826.1,,1413588.2,,445067.3,5739057.2,230498.8
2000-09-13,4806976.3,1186907.1,811094.0,,,375813.1,,,3620069.2,1065849.7,1622880.7,,121419.1,,,,,,,538980.1,219375.2,319604.9,,,392358.7,,,,269161.9,,89518.0,542149.7,5935440.5,3640862.1,907513.0,,1414801.8,,448361.0,5697694.6,237745.9
2000-09-20,4844873.0,1184750.0,806567.7,,,378182.4,,,3660123.0,1074944.5,1628954.0,,122346.1,,,,,,,548081.7,225986.6,322095.1,,,408142.8,,,,294025.4,,91477.6,544232.5,6029354.4,3688342.1,916581.6,,1446101.7,,457489.6,5786510.9,242843.6
2000-09-27,4838270.7,1181823.8,807194.4,,,374629.4,,,3656447.0,1077204.1,1627112.8,,122813.3,,,,,,,547591.9,224821.4,322770.5,,,404538.2,,,,269154.7,,89795.3,529398.9,5971554.9,3663574.1,909986.2,,1415492.9,,439320.8,5726285.9,245269.0
2000-10-04,4818370.5,1172664.0,800565.5,,,372098.4,,,3645706.5,1077089.3,1621127.1,,122814.6,,,,,,,542088.5,220407.3,321681.2,,,405401.6,,,,281712.8,,92023.4,546430.4,5981822.4,3677087.2,905355.9,,1391424.2,,444614.6,5730391.5,251430.8
2000-10-11,4819461.4,1176887.7,804057.9,,,372829.7,,,3642573.7,1076716.2,1621331.5,,123173.1,,,,,,,541981.0,219182.5,322798.5,,,402545.0,,,,286405.3,,92011.8,543536.9,5982967.6,3683860.5,904783.2,,1404401.2,,439941.3,5731642.3,251325.3
2000-10-18,4813561.3,1163643.4,796745.9,,,366897.6,,,3649917.8,1075323.6,1625130.8,,123595.1,,,,,,,545624.5,222014.9,323609.6,,,403839.0,,,,276902.6,,95621.7,548777.0,5981638.6,3661939.0,904690.7,,1414791.9,,439645.9,5721170.3,260468.3
2000-10-25,4816729.5,1158875.0,791670.5,,,367204.4,,,3657854.5,1080058.4,1626847.7,,124069.6,,,,,,,545488.3,221271.5,324216.8,,,405460.1,,,,278549.1,,94214.6,549939.0,5995951.2,3684649.9,906420.0,,1403929.2,,435325.0,5726009.6,269941.5
2000-11-01,4824315.4,1159862.1,789504.0,,,370358.1,,,3664453.2,1080707.1,1630466.8,,124616.3,,,,,,,544585.0,219917.3,324667.7,,,408694.3,,,,288397.4,,94215.9,547765.5,6012812.4,3688984.8,907808.2,,1402678.6,,440143.7,5744511.0,268301.4
2000-11-08,4812337.5,1154405.3,787871.8,,,366533.5,,,3657932.2,1076235.0,1629620.3,,125317.6,,,,,,,542306.0,217388.0,324918.0,,,409770.9,,,,269452.3,,93740.4,539631.1,5966837.6,3663759.0,906405.7,,1406824.7,,431890.2,5699051.9,267785.7
2000-11-15,4832849.2,1161837.2,790859.2,,,370978.0,,,3671012.0,1083173.5,1632059.6,,125725.9,,,,,,,547883.0,222569.7,325313.3,,,407895.8,,,,272180.1,,93059.1,535915.9,5981913.2,3674101.9,904321.6,,1383507.5,,437905.9,5704342.6,277570.7
2000-11-22,4842569.4,1164981.7,785575.2,,,379406.5,,,3677587.7,1081797.5,1639243.6,,125987.6,,,,,,,550297.5,224231.8,326065.8,,,406249.2,,,,279512.1,,94147.2,542465.1,6010015.5,3693368.9,908644.2,,1387526.2,,444019.7,5730158.0,279857.5
2000-11-29,4839340.6,1163382.1,783024.3,,,380357.8,,,3675958.5,1080654.2,1637980.1,,126563.4,,,,,,,553023.7,225726.0,327297.7,,,404300.4,,,,264725.5,,94570.9,540316.9,5997194.3,3644525.1,904860.7,,1401329.4,,456697.2,5720229.1,276965.2
2000-12-06,4841566.7,1159893.9,784951.1,,,374942.8,,,3681672.8,1081203.4,1639283.7,,127733.4,,,,,,,551278.2,223356.3,327921.9,,,409907.5,,,,275233.4,,95852.5,549397.6,6033353.2,3698953.9,911683.0,,1434562.7,,440374.3,5767415.0,265938.2
2000-12-13,4850606.8,1176729.5,787324.9,,,389404.6,,,3673877.3,1078032.6,1633205.0,,127521.6,,,,,,,551632.6,223773.8,327858.8,,,411007.2,,,,280953.6,,95433.4,551075.0,6034939.8,3701718.0,918666.4,,1418735.1,,436999.6,5773970.7,260969.2
2000-12-20,4869188.4,1174648.2,793623.6,,,381024.6,,,3694540.2,1088296.6,1640333.3,,127843.7,,,,,,,555781.6,229285.1,326496.5,,,410128.8,,,,279964.6,,95259.6,557524.8,6063810.7,3721176.9,922160.5,,1442803.1,,452811.6,5804844.2,258966.5
2000-12-27,4883274.1,1179339.3,789774.4,,,389564.9,,,3703934.9,1090127.3,1642463.6,,128721.3,,,,,,,559926.5,232840.2,327086.4,,,411417.4,,,,295553.6,,90848.5,558917.5,6102355.7,3739356.4,924621.5,,1434068.0,,465843.6,5843031.5,259324.2
2001-01-03,4888680.8,1188858.8,793825.4,,,395033.4,,,3699822.0,1090449.7,1637686.1,,127688.4,,,,,,,560161.3,232727.9,327433.3,,,411525.0,,,,291718.3,,95744.0,570935.8,6139506.1,3778852.7,941915.7,,1451798.2,,473081.3,5883298.9,256207.2
2001-01-10,4887955.5,1191747.3,794911.9,,,396835.4,,,3696208.2,1091948.6,1636313.9,,128069.3,,,,,,,556575.1,229041.5,327533.5,,,411370.7,,,,296901.0,,93391.6,581602.7,6142892.0,3756797.7,936467.8,,1451651.0,,489678.4,5879126.5,263765.5
2001-01-17,4894482.7,1188137.6,790620.2,,,397517.5,,,3706345.1,1093464.1,1636676.8,,128392.1,,,,,,,559599.1,231859.4,327739.7,,,416605.0,,,,304586.3,,95134.6,580359.8,6144863.9,3765228.5,933705.6,,1449114.6,,480205.7,5874788.1,270075.8
2001-01-24,4902847.0,1187921.9,786825.9,,,401096.0,,,3714925.1,1097655.3,1642981.0,,128936.0,,,,,,,559545.2,232040.5,327504.7,,,414743.5,,,,279567.8,,91108.5,571590.3,6134430.7,3735970.3,925731.7,,1488859.5,,458636.9,5856870.6,277560.2
2001-01-31,4918053.7,1197774.6,793799.3,,,403975.2,,,3720279.1,1094858.4,1651654.0,,129552.4,,,,,,,557887.8,230093.8,327794.0,,,415878.9,,,,297010.0,,92925.9,567842.4,6165664.2,3765251.1,922596.5,,1490464.5,,466364.3,5898042.9,267621.3
2001-02-07,4896132.2,1184466.9,781910.3,,,402556.6,,,3711665.3,1094464.3,1646902.2,,129754.6,,,,,,,555981.0,228043.6,327937.4,,,414317.8,,,,279820.2,,94811.2,558527.7,6109614.1,3751367.4,924706.6,,1465404.1,,460551.5,5850434.6,259179.5
2001-02-14,4900881.2,1186879.8,785106.2,,,401773.7,,,3714001.4,1091729.5,1648844.8,,130557.0,,,,,,,558972.3,230737.4,328234.9,,,414454.8,,,,271608.4,,92538.6,559832.6,6098915.4,3761535.0,925387.0,,1471592.3,,463835.0,5842250.5,256664.8
2001-02-21,4903518.8,1179320.8,776224.4,,,403096.4,,,3724198.0,1094010.5,1656805.9,,130835.8,,,,,,,559960.5,231598.5,328361.9,,,413421.2,,,,285454.2,,92624.3,566606.6,6131102.4,3781810.3,929951.5,,1452534.5,,477458.7,5869988.4,261114.0
2001-02-28,4916253.3,1177093.0,773053.0,,,404040.0,,,3739160.3,1097137.6,1666851.4,,131258.7,,,,,,,556672.5,227979.3,328693.3,,,418498.8,,,,283261.7,,93610.2,584455.1,6181441.5,3802017.5,927584.8,,1464500.2,,494787.2,5923608.2,257833.3
2001-03-07,4911530.5,1178224.1,769807.1,,,408417.0,,,3733306.4,1093767.7,1665329.0,,131498.7,,,,,,,556725.6,226891.7,329833.8,,,417484.1,,,,277428.6,,93567.4,580312.3,6155618.5,3784107.6,925714.6,,1455141.9,,490827.0,5899351.7,256266.8
2001-03-14,4901159.3,1175645.0,765779.7,,,409865.3,,,3725514.3,1092275.1,1660604.3,,131617.3,,,,,,,556573.8,227131.1,329442.7,,,416061.1,,,,273286.2,,93203.4,596673.2,6173943.5,3812560.2,932586.3,,1452842.0,,488371.3,5908363.3,265580.3
2001-03-21,4914132.9,1176830.1,767321.8,,,409508.3,,,3737302.8,1090996.4,1670704.7,,132651.7,,,,,,,557065.4,228250.5,328815.0,,,418536.2,,,,292663.0,,91085.5,611096.8,6215235.4,3790008.1,924000.6,,1472357.5,,510457.9,5942202.2,273033.1
2001-03-28,4920831.6,1181966.1,765796.0,,,416170.1,,,3738865.5,1092163.5,1673326.9,,132228.8,,,,,,,558513.1,230200.1,328313.0,,,414861.9,,,,274350.5,,91477.8,603618.3,6190174.8,3818443.1,940636.1,,1468633.0,,494661.0,5917313.4,272861.4
2001-04-04,4913988.2,1180155.3,770248.7,,,409906.6,,,3733832.9,1089032.8,1675904.5,,132099.6,,,,,,,557503.8,228821.5,328682.3,,,411391.8,,,,276643.4,,91589.8,618769.5,6215122.9,3839620.1,946265.3,,1492069.5,,499651.6,5944023.5,271099.4
2001-04-11,4929544.1,1186142.7,772917.3,,,413225.3,,,3743401.4,1090407.6,1682400.8,,132547.5,,,,,,,558780.6,229947.3,328833.3,,,411812.4,,,,278318.5,,93950.6,595197.3,6215414.1,3837262.8,941351.9,,1487550.6,,495220.2,5944293.7,271120.4
2001-04-18,4926192.8,1178100.2,764382.8,,,413717.4,,,3748092.6,1089295.5,1682530.7,,132921.2,,,,,,,562912.7,232962.5,329950.2,,,413353.7,,,,286567.1,,94713.1,604842.5,6238160.6,3841943.6,941281.3,,1493144.7,,503335.1,5958836.6,279324.0
2001-04-25,4941058.9,1187293.6,770163.2,,,417130.4,,,3753765.3,1088352.3,1681149.8,,133412.6,,,,,,,562895.8,233961.9,328933.9,,,421367.5,,,,270019.7,,91503.4,605330.8,6228201.1,3858935.0,943197.3,,1477228.1,,492894.6,5943864.1,284337.0
2001-05-02,4946230.0,1187014.5,766962.6,,,420051.9,,,3759215.5,1088479.4,1689373.9,,134067.7,,,,,,,563899.0,234753.0,329146.0,,,417463.3,,,,279758.0,,93763.3,598597.4,6217796.5,3835398.5,922563.8,,1464129.5,,492209.7,5938313.2,279483.3
2001-05-09,4944078.9,1187464.9,768150.1,,,419314.7,,,3756614.0,1088164.7,1692340.0,,134766.3,,,,,,,563133.9,232963.4,330170.4,,,412975.4,,,,274393.9,,89848.1,606363.2,6221025.9,3837538.6,927210.8,,1468926.5,,506114.5,5951876.7,269149.2
2001-05-16,4953011.3,1192152.8,770041.6,,,422111.1,,,3760858.6,1084386.7,1692817.0,,135132.5,,,,,,,567705.5,236723.6,330981.8,,,415949.4,,,,278024.0,,86734.5,592498.9,6213628.5,3863718.2,945103.1,,1445045.3,,489592.1,5938104.4,275524.2
2001-05-23,4955443.4,1194301.1,771776.0,,,422525.1,,,3761142.3,1083017.2,1694466.8,,135682.6,,,,,,,568123.7,237559.1,330564.6,,,415534.6,,,,271607.2,,90162.9,599232.4,6209768.5,3887513.0,957539.3,,1444107.9,,489216.7,5936763.8,273004.7
2001-05-30,4962555.3,1198027.0,774430.0,,,423597.0,,,3764528.3,1080687.8,1702849.9,,135212.8,,,,,,,566562.1,235693.3,330868.9,,,414428.6,,,,285331.3,,89991.6,595782.2,6232502.2,3890820.0,961451.4,,1452358.7,,501252.8,5961128.8,271373.3
2001-06-06,4963004.2,1205562.0,776339.6,,,429222.3,,,3757442.3,1077711.2,1700466.5,,135558.4,,,,,,,564364.2,234000.1,330364.1,,,414900.3,,,,264724.0,,89413.0,601291.6,6211679.1,3877551.3,954525.5,,1447065.4,,499609.2,5937714.6,273964.5
2001-06-13,4950721.1,1204913.3,776738.5,,,428174.8,,,3745807.8,1074009.6,1696885.7,,135656.0,,,,,,,562685.3,232192.9,330492.4,,,412227.2,,,,273334.6,,87287.2,602794.4,6212358.4,3884147.9,950987.4,,1430942.2,,498378.7,5936706.7,275651.7
2001-06-20,4949050.7,1201507.1,769477.1,,,432030.0,,,3747543.6,1071050.8,1698362.1,,135940.5,,,,,,,563995.3,233070.2,330925.1,,,414135.5,,,,274872.5,,84896.6,605455.4,6217048.6,3874569.3,946745.5,,1429402.4,,503766.2,5933511.6,283537.0
2001-06-27,4953365.1,1197811.1,764454.3,,,433356.8,,,3755554.1,1070002.6,1704875.6,,136957.9,,,,,,,567491.9,234877.7,332614.2,,,413184.0,,,,270519.6,,84198.0,603250.2,6207400.8,3880586.1,948404.3,,1422832.0,,495364.0,5923840.4,283560.4
2001-07-04,4936100.1,1197218.1,767360.7,,,429857.3,,,3738882.1,1063073.6,1699420.9,,137570.2,,,,,,,563432.8,230665.1,332767.6,,,412954.8,,,,283091.6,,88118.5,608833.4,6210229.8,3913937.4,958292.2,,1448525.6,,467468.4,5933344.4,276885.4
